GO_ID,GO_TERM_ft,pmatch_orig,pmatch_ft,category
GO:1990869,cellular response to chemokine,0,0,i
GO:0051256,mitotic spindle midzone assembly,0,1,g
GO:1903980,positive regulation of microglial cell activation,0,1,g
GO:0042592,homeostatic process,1,1,c
GO:0035455,response to interferon-alpha,0,1,g
GO:0010884,positive regulation of lipid storage,0,1,g
GO:1900246,positive regulation of RIG-I signaling pathway,0,1,g
GO:0006729,tetrahydrobiopterin biosynthetic process,0,1,g
GO:0006995,cellular response to nitrogen starvation,0,0,i
GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,0,1,g
GO:0060259,regulation of feeding behavior,0,1,g
GO:0040015,negative regulation of multicellular organism growth,0,0,i
GO:0032649,regulation of type II interferon production,0,0,i
GO:0021612,facial nerve structural organization,0,0,i
GO:0070574,cadmium ion transmembrane transport,0,0,i
GO:0032873,negative regulation of stress-activated MAPK cascade,0,1,g
GO:0010898,positive regulation of triglyceride catabolic process,0,1,g
GO:0071787,endoplasmic reticulum tubular network formation,0,1,g
GO:0097011,cellular response to granulocyte macrophage colony-stimulating factor stimulus,0,1,g
GO:0008228,opsonization,0,1,g
GO:0070291,N-acylethanolamine metabolic process,0,1,g
GO:1905198,manchette assembly,0,0,i
GO:0002842,positive regulation of T cell mediated immune response to tumor cell,0,1,g
GO:0009086,methionine biosynthetic process,0,0,i
GO:0009888,tissue development,1,1,c
GO:0038160,CXCL12-activated CXCR4 signaling pathway,0,1,g
GO:0033490,cholesterol biosynthetic process via lathosterol,0,1,g
GO:2000144,positive regulation of DNA-templated transcription initiation,0,1,g
GO:0036035,osteoclast development,0,0,i
GO:2001259,positive regulation of cation channel activity,0,0,i
GO:0044351,macropinocytosis,0,1,g
GO:0032532,regulation of microvillus length,0,0,i
GO:0051132,NK T cell activation,0,0,i
GO:0043489,RNA stabilization,0,1,g
GO:0007435,salivary gland morphogenesis,0,0,i
GO:0060372,regulation of atrial cardiac muscle cell membrane repolarization,0,1,g
GO:0045836,positive regulation of meiotic nuclear division,0,0,i
GO:0033603,positive regulation of dopamine secretion,0,1,g
GO:0043217,myelin maintenance,0,1,g
GO:0061041,regulation of wound healing,0,1,g
GO:0060129,thyroid-stimulating hormone-secreting cell differentiation,0,1,g
GO:0046881,positive regulation of follicle-stimulating hormone secretion,0,0,i
GO:0031401,positive regulation of protein modification process,0,0,i
GO:0014827,intestine smooth muscle contraction,0,0,i
GO:0090625,siRNA-mediated gene silencing by mRNA destabilization,0,0,i
GO:0033081,regulation of T cell differentiation in thymus,0,1,g
GO:0035112,genitalia morphogenesis,0,0,i
GO:0009450,gamma-aminobutyric acid catabolic process,0,1,g
GO:0043587,tongue morphogenesis,0,0,i
GO:0006249,dCMP catabolic process,0,0,i
GO:0072189,ureter development,0,1,g
GO:0072656,maintenance of protein location in mitochondrion,0,1,g
GO:0045003,double-strand break repair via synthesis-dependent strand annealing,0,1,g
GO:0033153,T cell receptor V(D)J recombination,0,1,g
GO:0002313,mature B cell differentiation involved in immune response,0,1,g
GO:0002074,extraocular skeletal muscle development,0,0,i
GO:0006386,termination of RNA polymerase III transcription,0,1,g
GO:0032507,maintenance of protein location in cell,0,0,i
GO:0010694,positive regulation of alkaline phosphatase activity,0,1,g
GO:1901533,negative regulation of hematopoietic progenitor cell differentiation,0,0,i
GO:0008088,axo-dendritic transport,0,1,g
GO:0032348,negative regulation of aldosterone biosynthetic process,0,1,g
GO:0060421,positive regulation of heart growth,0,1,g
GO:1903843,cellular response to arsenite ion,0,0,i
GO:0003192,mitral valve formation,0,0,i
GO:0031952,regulation of protein autophosphorylation,0,1,g
GO:0035434,copper ion transmembrane transport,0,1,g
GO:0071635,negative regulation of transforming growth factor beta production,0,0,i
GO:0060541,respiratory system development,0,0,i
GO:0060741,prostate gland stromal morphogenesis,0,0,i
GO:1905049,negative regulation of metallopeptidase activity,0,1,g
GO:1905165,regulation of lysosomal protein catabolic process,0,1,g
GO:2001287,negative regulation of caveolin-mediated endocytosis,0,0,i
GO:0030910,olfactory placode formation,0,0,i
GO:0044375,regulation of peroxisome size,0,0,i
GO:0034767,positive regulation of monoatomic ion transmembrane transport,0,1,g
GO:0010909,positive regulation of heparan sulfate proteoglycan biosynthetic process,0,0,i
GO:0021903,rostrocaudal neural tube patterning,0,0,i
GO:0097155,fasciculation of sensory neuron axon,0,1,g
GO:0016476,regulation of embryonic cell shape,0,0,i
GO:2000807,regulation of synaptic vesicle clustering,0,0,i
GO:0032412,regulation of monoatomic ion transmembrane transporter activity,0,1,g
GO:0071349,cellular response to interleukin-12,0,1,g
GO:0150064,vertebrate eye-specific patterning,0,0,i
GO:1900625,positive regulation of monocyte aggregation,0,1,g
GO:0097111,endoplasmic reticulum-Golgi intermediate compartment organization,0,0,i
GO:1905273,"positive regulation of proton-transporting ATP synthase activity, rotational mechanism",0,1,g
GO:0033685,negative regulation of luteinizing hormone secretion,0,0,i
GO:0009386,translational attenuation,0,0,i
GO:0014878,response to electrical stimulus involved in regulation of muscle adaptation,0,0,i
GO:0072237,metanephric proximal tubule development,0,1,g
GO:0005990,lactose catabolic process,0,1,g
GO:0071955,recycling endosome to Golgi transport,0,0,i
GO:0046373,L-arabinose metabolic process,0,1,g
GO:0106047,polyamine deacetylation,0,0,i
GO:0048840,otolith development,0,0,i
GO:1901207,regulation of heart looping,0,1,g
GO:0071846,actin filament debranching,0,0,i
GO:0035622,intrahepatic bile duct development,0,0,i
GO:0072161,mesenchymal cell differentiation involved in kidney development,0,0,i
GO:0046010,"positive regulation of circadian sleep/wake cycle, non-REM sleep",0,1,g
GO:1902170,cellular response to reactive nitrogen species,0,1,g
GO:0051946,regulation of glutamate uptake involved in transmission of nerve impulse,0,1,g
GO:0060420,regulation of heart growth,0,1,g
GO:1901594,response to capsazepine,0,0,i
GO:1902858,propionyl-CoA metabolic process,0,1,g
GO:0034331,cell junction maintenance,0,1,g
GO:1901077,regulation of relaxation of muscle,0,0,i
GO:0018171,peptidyl-cysteine oxidation,0,1,g
GO:0070781,response to biotin,0,0,i
GO:0060313,negative regulation of blood vessel remodeling,0,1,g
GO:0032056,positive regulation of translation in response to stress,0,0,i
GO:0042748,"circadian sleep/wake cycle, non-REM sleep",0,1,g
GO:0045720,negative regulation of integrin biosynthetic process,0,1,g
GO:1904777,negative regulation of protein localization to cell cortex,0,0,i
GO:1902367,negative regulation of Notch signaling pathway involved in somitogenesis,0,1,g
GO:0060529,squamous basal epithelial stem cell differentiation involved in prostate gland acinus development,0,1,g
GO:0072268,pattern specification involved in metanephros development,0,0,i
GO:0006392,transcription elongation by mitochondrial RNA polymerase,0,0,i
GO:0060431,primary lung bud formation,0,1,g
GO:1901003,negative regulation of fermentation,0,1,g
GO:0070130,negative regulation of mitochondrial translation,0,0,i
GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0,1,g
GO:0035788,cell migration involved in metanephros development,0,0,i
GO:0061974,perichondral bone morphogenesis,0,0,i
GO:0033215,reductive iron assimilation,0,0,i
GO:0045344,negative regulation of MHC class I biosynthetic process,0,0,i
GO:0008617,guanosine metabolic process,0,0,i
GO:0097298,regulation of nucleus size,0,0,i
GO:0106056,regulation of calcineurin-mediated signaling,0,0,i
GO:0071585,detoxification of cadmium ion,0,0,i
GO:1905457,negative regulation of lymphoid progenitor cell differentiation,0,1,g
GO:0021793,chemorepulsion of branchiomotor axon,0,0,i
GO:0002696,positive regulation of leukocyte activation,0,1,g
GO:0035238,vitamin A biosynthetic process,0,0,i
GO:0031947,negative regulation of glucocorticoid biosynthetic process,0,0,i
GO:0046490,isopentenyl diphosphate metabolic process,0,0,i
GO:0034355,NAD salvage,0,0,i
GO:2000984,negative regulation of ATP citrate synthase activity,0,0,i
GO:0045091,regulation of single stranded viral RNA replication via double stranded DNA intermediate,0,1,g
GO:1903709,uterine gland development,0,0,i
GO:0046381,CMP-N-acetylneuraminate metabolic process,0,1,g
GO:1902659,regulation of glucose mediated signaling pathway,0,0,i
GO:1902915,negative regulation of protein polyubiquitination,0,1,g
GO:0051261,protein depolymerization,0,0,i
GO:0050433,regulation of catecholamine secretion,0,0,i
GO:0072158,proximal tubule morphogenesis,0,0,i
GO:1903564,regulation of protein localization to cilium,0,0,i
GO:0018063,cytochrome c-heme linkage,0,1,g
GO:0072340,lactam catabolic process,0,0,i
GO:0098759,cellular response to interleukin-8,0,0,i
GO:0090074,negative regulation of protein homodimerization activity,0,0,i
GO:0061360,optic chiasma development,0,0,i
GO:1904255,negative regulation of iron ion transmembrane transporter activity,0,0,i
GO:1903318,negative regulation of protein maturation,0,0,i
GO:0072663,establishment of protein localization to peroxisome,0,1,g
GO:1904570,negative regulation of selenocysteine incorporation,0,0,i
GO:1901293,nucleoside phosphate biosynthetic process,0,0,i
GO:0050792,regulation of viral process,0,1,g
GO:0061103,carotid body glomus cell differentiation,0,0,i
GO:0007387,anterior compartment pattern formation,0,1,g
GO:2001262,positive regulation of semaphorin-plexin signaling pathway,0,0,i
GO:0038187,pattern recognition receptor activity,0,1,g
GO:0051082,unfolded protein binding,0,1,g
GO:0004386,helicase activity,0,1,g
GO:0008137,NADH dehydrogenase (ubiquinone) activity,0,1,g
GO:0015459,potassium channel regulator activity,0,0,i
GO:0019789,SUMO transferase activity,0,1,g
GO:0017080,sodium channel regulator activity,0,0,i
GO:1990404,NAD+-protein ADP-ribosyltransferase activity,0,0,i
GO:0005109,frizzled binding,0,1,g
GO:0030374,nuclear receptor coactivator activity,0,1,g
GO:0070840,dynein complex binding,0,0,i
GO:0004679,AMP-activated protein kinase activity,0,1,g
GO:0005388,P-type calcium transporter activity,0,1,g
GO:0032977,membrane insertase activity,0,0,i
GO:0050750,low-density lipoprotein particle receptor binding,0,0,i
GO:0008253,5'-nucleotidase activity,0,1,g
GO:0033192,calmodulin-dependent protein phosphatase activity,0,0,i
GO:0035613,RNA stem-loop binding,0,1,g
GO:0017128,phospholipid scramblase activity,0,1,g
GO:0048019,receptor antagonist activity,0,1,g
GO:0030297,transmembrane receptor protein tyrosine kinase activator activity,0,0,i
GO:0140036,ubiquitin-modified protein reader activity,0,1,g
GO:0005021,vascular endothelial growth factor receptor activity,0,1,g
GO:0005161,platelet-derived growth factor receptor binding,0,1,g
GO:0008467,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,0,0,i
GO:0015269,calcium-activated potassium channel activity,0,0,i
GO:0004905,type I interferon receptor activity,0,0,i
GO:0051011,microtubule minus-end binding,0,1,g
GO:0010181,FMN binding,0,1,g
GO:0017111,ribonucleoside triphosphate phosphatase activity,0,1,g
GO:0031957,very long-chain fatty acid-CoA ligase activity,0,1,g
GO:0003747,translation release factor activity,0,1,g
GO:0140313,molecular sequestering activity,0,1,g
GO:0045504,dynein heavy chain binding,0,0,i
GO:0017136,NAD-dependent histone deacetylase activity,0,0,i
GO:0045294,alpha-catenin binding,0,1,g
GO:0015232,heme transmembrane transporter activity,0,1,g
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,0,1,g
GO:0005001,transmembrane receptor protein tyrosine phosphatase activity,0,1,g
GO:0004385,guanylate kinase activity,0,1,g
GO:0036312,phosphatidylinositol 3-kinase regulatory subunit binding,0,1,g
GO:0170011,stalled ribosome sensor activity,0,0,i
GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,0,1,g
GO:0005095,GTPase inhibitor activity,0,1,g
GO:0072572,poly-ADP-D-ribose binding,0,1,g
GO:0072542,protein phosphatase activator activity,0,0,i
GO:0032453,histone H3K4 demethylase activity,0,1,g
GO:0008378,galactosyltransferase activity,0,1,g
GO:0048101,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",0,0,i
GO:0009378,four-way junction helicase activity,0,0,i
GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,0,1,g
GO:1990757,ubiquitin ligase activator activity,0,0,i
GO:0042296,ISG15 transferase activity,0,0,i
GO:0004357,glutamate-cysteine ligase activity,0,1,g
GO:0047023,androsterone dehydrogenase activity,0,1,g
GO:0043177,organic acid binding,0,1,g
GO:0043530,adenosine 5'-monophosphoramidase activity,0,1,g
GO:0032813,tumor necrosis factor receptor superfamily binding,0,1,g
GO:0099589,serotonin receptor activity,0,0,i
GO:0003846,2-acylglycerol O-acyltransferase activity,0,0,i
GO:0004373,glycogen (starch) synthase activity,0,1,g
GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",0,1,g
GO:0004165,delta(3)-delta(2)-enoyl-CoA isomerase activity,0,1,g
GO:0140932,5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity,0,0,i
GO:0004875,complement receptor activity,0,1,g
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",0,1,g
GO:0015311,monoamine:proton antiporter activity,0,1,g
GO:0017050,D-erythro-sphingosine kinase activity,0,0,i
GO:0004331,"fructose-2,6-bisphosphate 2-phosphatase activity",0,1,g
GO:0050436,microfibril binding,0,0,i
GO:0097643,amylin receptor activity,0,0,i
GO:0140750,nucleosome array spacer activity,0,0,i
GO:0034604,pyruvate dehydrogenase (NAD+) activity,0,0,i
GO:1902945,metalloendopeptidase activity involved in amyloid precursor protein catabolic process,0,0,i
GO:0031702,type 1 angiotensin receptor binding,0,0,i
GO:0140947,histone H3K9me2 methyltransferase activity,0,0,i
GO:0048403,brain-derived neurotrophic factor binding,0,1,g
GO:0038085,vascular endothelial growth factor binding,0,0,i
GO:0032137,guanine/thymine mispair binding,0,0,i
GO:0042171,lysophosphatidic acid acyltransferase activity,0,1,g
GO:0004719,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,0,1,g
GO:0035173,histone kinase activity,0,1,g
GO:0050080,malonyl-CoA decarboxylase activity,0,1,g
GO:0141038,phosphatidylinositol 3-kinase activator activity,0,1,g
GO:0016423,tRNA (guanine) methyltransferase activity,0,0,i
GO:0019834,phospholipase A2 inhibitor activity,0,1,g
GO:0140344,triglyceride transfer activity,0,1,g
GO:0003990,acetylcholinesterase activity,0,1,g
GO:0017020,myosin phosphatase regulator activity,0,0,i
GO:1990239,steroid hormone binding,0,0,i
GO:0004827,proline-tRNA ligase activity,0,1,g
GO:0009374,biotin binding,0,1,g
GO:1902098,calcitriol binding,0,1,g
GO:0019158,mannokinase activity,0,0,i
GO:0052901,spermine:oxygen oxidoreductase (spermidine-forming) activity,0,1,g
GO:1990760,osmolarity-sensing monoatomic cation channel activity,0,0,i
GO:0035877,death effector domain binding,0,1,g
GO:0030545,signaling receptor regulator activity,0,1,g
GO:0033823,procollagen glucosyltransferase activity,0,0,i
GO:0030235,nitric-oxide synthase regulator activity,0,0,i
GO:0140936,histone H2B deubiquitinase activity,0,0,i
GO:0000295,adenine nucleotide transmembrane transporter activity,0,0,i
GO:0019981,interleukin-6 binding,0,0,i
GO:0004991,parathyroid hormone receptor activity,0,1,g
GO:0000825,inositol tetrakisphosphate 6-kinase activity,0,0,i
GO:0004772,sterol O-acyltransferase activity,0,0,i
GO:0015149,hexose transmembrane transporter activity,0,0,i
GO:0000250,lanosterol synthase activity,0,0,i
GO:0070699,type II activin receptor binding,0,0,i
GO:0052836,inositol 5-diphosphate pentakisphosphate 5-kinase activity,0,0,i
GO:1990448,exon-exon junction complex binding,0,0,i
GO:0001096,TFIIF-class transcription factor complex binding,0,1,g
GO:0031073,cholesterol 26-hydroxylase activity,0,0,i
GO:0047946,glutamine N-acyltransferase activity,0,0,i
GO:0046538,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity",0,0,i
GO:0044017,histone H3K27 acetyltransferase activity,0,0,i
GO:0106006,cytoskeletal protein-membrane anchor activity,0,0,i
GO:0005461,UDP-glucuronic acid transmembrane transporter activity,0,0,i
GO:0047611,acetylspermidine deacetylase activity,0,1,g
GO:0016432,tRNA-uridine aminocarboxypropyltransferase activity,0,1,g
