hpo_id,hpo_term_ft,pmatch_orig,pmatch_ft,category
HP:0002091,Restrictive ventilatory defect,0,0,i
HP:0045087,Hip joint hypermobility,0,0,i
HP:0001097,Keratoconjunctivitis sicca,0,0,i
HP:0000705,Amelogenesis imperfecta,0,0,i
HP:0003565,Elevated erythrocyte sedimentation rate,0,0,i
HP:0000717,Autism,0,0,i
HP:0006350,Pulp obliteration,0,0,i
HP:0100614,Myositis,0,0,i
HP:0012184,Increased HDL cholesterol concentration,0,0,i
HP:0030595,Abnormal static automated perimetry test,0,0,i
HP:0003645,Prolonged partial thromboplastin time,0,0,i
HP:0000121,Nephrocalcinosis,0,0,i
HP:0001896,Reticulocytopenia,0,0,i
HP:0002329,Drowsiness,0,0,i
HP:0002209,Sparse scalp hair,0,0,i
HP:0001792,Small nail,0,0,i
HP:0030448,Soft tissue sarcoma,0,0,i
HP:0000060,Clitoral hypoplasia,0,0,i
HP:0100807,Long fingers,0,0,i
HP:0000682,Abnormal dental enamel morphology,0,0,i
HP:0002438,Cerebellar malformation,0,0,i
HP:0001188,Hand clenching,0,0,i
HP:0001955,Unexplained fevers,0,0,i
HP:0001017,Anemic pallor,0,0,i
HP:0007397,Axillary apocrine gland hypoplasia,0,0,i
HP:0000699,Diastema,0,0,i
HP:0000142,Abnormal vagina morphology,0,0,i
HP:0008007,Primary congenital glaucoma,0,0,i
HP:0031349,Levotransposition of the great arteries,0,0,i
HP:0012503,Abnormal pituitary gland morphology,0,0,i
HP:0003796,Irregular iliac crest,0,0,i
HP:0006739,Squamous cell carcinoma of the skin,0,0,i
HP:0032620,Intrarenal abscess,0,0,i
HP:0008066,Abnormal blistering of the skin,0,0,i
HP:0009813,Upper limb phocomelia,0,0,i
HP:0000910,Wide-cupped costochondral junctions,0,0,i
HP:0000207,Triangular mouth,0,0,i
HP:0032755,Focal impaired awareness autonomic seizure,0,0,i
HP:5000002,Anti-Amphiphysin antibody,0,0,i
HP:0030666,Retinal neovascularization,0,0,i
HP:0000472,Long neck,0,0,i
HP:0007029,Cerebral berry aneurysm,0,0,i
HP:0000799,Renal steatosis,0,0,i
HP:0030890,Hyperintensity of cerebral white matter on MRI,0,0,i
HP:0012594,Moderate albuminuria,0,0,i
HP:0005243,Partial abdominal muscle agenesis,0,0,i
HP:0006673,Reduced systolic function,0,0,i
HP:0030517,Heteronymous hemianopia,0,0,i
HP:0003704,Scapuloperoneal weakness,0,0,i
HP:0006353,Hypoplasia of the tooth germ,0,0,i
HP:0002593,Intestinal lymphangiectasia,0,0,i
HP:0006801,Hyperactive deep tendon reflexes,0,0,i
HP:0002332,Lack of peer relationships,0,0,i
HP:0008835,Multicentric femoral head ossification,0,0,i
HP:0031703,Abnormal ear morphology,0,0,i
HP:0008050,Abnormality of the palpebral fissures,0,0,i
HP:0001362,Calvarial skull defect,0,0,i
HP:0001739,Abnormal nasopharynx morphology,0,0,i
HP:0100718,Uterine rupture,0,0,i
HP:0010820,Focal emotional seizure with crying,0,0,i
HP:0004626,Lumbar scoliosis,0,0,i
HP:0100698,Subcutaneous neurofibroma,0,0,i
HP:0006486,Abnormal dental root morphology,0,0,i
HP:0006185,Enlarged proximal interphalangeal joints,0,0,i
HP:0005891,Progressive forearm bowing,0,0,i
HP:0011536,Right atrial isomerism,0,0,i
HP:0010901,Abnormal circulating methionine concentration,0,0,i
HP:0034665,Shoulder contracture,0,0,i
HP:0010027,Broad 1st metacarpal,0,0,i
HP:0002955,Granulomatosis,0,0,i
HP:0010292,Absent uvula,0,0,i
HP:0000584,Punctate corneal epithelial erosions,0,0,i
HP:0008396,Chronic monilial nail infection,0,0,i
HP:0011505,Cystoid macular edema,0,0,i
HP:0009941,Asymmetry of the mouth,0,0,i
HP:0100754,Mania,0,0,i
HP:0008158,Hyperapobetalipoproteinemia,0,0,i
HP:0100830,Round ear,0,0,i
HP:0000619,Impaired convergence,0,0,i
HP:0040226,Decreased level of heparin co-factor II,0,0,i
HP:0001965,Abnormal scalp morphology,0,0,i
HP:0000805,Enuresis,0,0,i
HP:0001872,Abnormality of thrombocytes,0,0,i
HP:0030588,Abnormal visual field test,0,0,i
HP:0025289,Cervical lymphadenopathy,0,0,i
HP:0002781,Upper airway obstruction,0,0,i
HP:0002508,Brainstem dysplasia,0,0,i
HP:0100847,Palmoplantar pustulosis,0,0,i
HP:0025023,Rectal atresia,0,0,i
HP:0031123,Recurrent gastroenteritis,0,0,i
HP:0000847,Abnormality of renin-angiotensin system,0,0,i
HP:0012474,Carotid artery occlusion,0,0,i
HP:0008211,Parathyroid agenesis,0,0,i
HP:0006555,Diffuse hepatic steatosis,0,0,i
HP:0030769,Exencephaly,0,0,i
HP:0002947,Cervical kyphosis,0,0,i
HP:0012721,Venous malformation,0,0,i
HP:0025672,Fetal skin edema,0,0,i
HP:0000968,Ectodermal dysplasia,0,0,i
HP:0012494,Anterior cerebral artery stenosis,0,0,i
HP:0031964,Elevated circulating alanine aminotransferase concentration,0,0,i
HP:0002640,Hypertension associated with pheochromocytoma,0,0,i
HP:0011829,Narrow philtrum,0,0,i
HP:0005164,Dysplastic pulmonary valve,0,0,i
HP:0005579,Impaired renal tubular reabsorption of chloride,0,0,i
HP:0005602,Progressive vitiligo,0,0,i
HP:0011699,Atrial reentry tachycardia,0,0,i
HP:0002331,Recurrent paroxysmal headache,0,0,i
HP:0005176,Dysplastic aortic valve,0,0,i
HP:0000653,Sparse eyelashes,0,0,i
HP:0012053,Decreased circulating calcifediol concentration,0,0,i
HP:0000794,IgA deposition in the glomerulus,0,0,i
HP:0007917,Tractional retinal detachment,0,0,i
HP:0008780,Congenital bilateral hip dislocation,0,0,i
HP:0002639,Budd-Chiari syndrome,0,0,i
HP:0008589,Hypoplastic helices,0,0,i
HP:0006538,Recurrent bronchopulmonary infections,0,0,i
HP:0200046,Cat cry,0,0,i
HP:0010696,Polar cataract,0,0,i
HP:0003795,Short middle phalanx of toe,0,0,i
HP:0004923,Hyperphenylalaninemia,0,0,i
HP:0002427,Expressive aphasia,0,0,i
HP:0001114,Xanthelasma,0,0,i
HP:0009439,Short middle phalanx of the 3rd finger,0,0,i
HP:0002717,Adrenal overactivity,0,0,i
HP:0008475,Hypoplastic sacral vertebrae,0,0,i
HP:0011110,Recurrent tonsillitis,0,0,i
HP:0000620,Dacryocystitis,0,0,i
HP:0007968,Remnants of the hyaloid vascular system,0,0,i
HP:0000036,Abnormal penis morphology,0,0,i
HP:0032582,Renal interstitial foam cells,0,0,i
HP:0008388,Abnormal toenail morphology,0,0,i
HP:0006894,Hypoplastic olfactory lobes,0,0,i
HP:0006209,Partial-complete absence of 5th phalanges,0,0,i
HP:0005868,Metaphyseal enchondromatosis,0,0,i
HP:0001116,Macular coloboma,0,0,i
HP:0410031,Submucous cleft of soft and hard palate,0,0,i
HP:0006517,Intraalveolar phospholipid accumulation,0,0,i
HP:0009537,Flexion contracture of the 2nd finger,0,0,i
HP:0007560,Unusual dermatoglyphics,0,0,i
HP:0003057,Tetraamelia,0,0,i
HP:0030743,Glial remnants anterior to the optic disc,0,0,i
HP:0010724,Advanced pneumatization of the mastoid process,0,0,i
HP:0001241,Capitate-hamate fusion,0,0,i
HP:0001049,Absent dorsal skin creases over affected joints,0,0,i
HP:0003526,Orotic acid crystalluria,0,0,i
HP:0012265,Ciliary dyskinesia,0,0,i
HP:0008789,Cone-shaped capital femoral epiphysis,0,0,i
HP:0008478,Scheuermann-like vertebral changes,0,0,i
HP:0000349,Widow's peak,0,0,i
HP:0045060,Aplasia/hypoplasia involving bones of the extremities,0,0,i
HP:0008559,Hypoplastic superior helix,0,0,i
HP:0006834,Developmental stagnation at onset of seizures,0,0,i
HP:0005453,Absent/hypoplastic paranasal sinuses,0,0,i
HP:0008433,Reversed usual vertebral column curves,0,0,i
HP:0040035,Abnormality of the fourth metatarsal bone,0,0,i
HP:0011085,Hypomature dental enamel,0,0,i
HP:0007761,Pericentral scotoma,0,0,i
HP:0007827,Nodular corneal dystrophy,0,0,i
HP:0010077,Broad distal phalanx of the hallux,0,0,i
HP:0001951,Episodic ammonia intoxication,0,0,i
HP:0007103,Hypointensity of cerebral white matter on MRI,0,0,i
HP:0003946,Abnormality of the epiphyses of the elbow,0,0,i
HP:0003282,Low alkaline phosphatase,0,0,i
HP:0008166,Decreased beta-galactosidase activity,0,0,i
HP:0006824,Cranial nerve paralysis,0,0,i
HP:0012423,Colonic inertia,0,0,i
HP:0011730,Abnormal central sensory function,0,0,i
HP:0012713,Moderate hearing impairment,0,0,i
HP:0030774,Mitochondrial swelling,0,0,i
HP:0004855,Reduced protein S activity,0,0,i
HP:0005185,Global systolic dysfunction,0,0,i
HP:0030031,Small toe,0,0,i
HP:6000156,Pancreatic atrophy,0,0,i
HP:0033755,Increased left ventricular end-diastolic volume,0,0,i
HP:0031865,Abnormal liver physiology,0,0,i
HP:0034028,Saccharopinuria,0,0,i
HP:0006561,Lipid accumulation in hepatocytes,0,0,i
HP:0008214,Decreased serum estradiol,0,0,i
HP:0005435,Impaired T cell function,0,0,i
HP:0100613,Death in early adulthood,0,0,i
HP:0200017,Cerebral white matter agenesis,0,0,i
HP:0032122,Very low visual acuity,0,0,i
HP:0100839,Hepatic agenesis,0,0,i
HP:0007514,Edema of the dorsum of hands,0,0,i
HP:0011161,Focal sensory seizure with olfactory features,0,0,i
HP:0030950,Pulmonary venous hypertension,0,0,i
HP:0032140,Decreased specific antibody response to vaccination,0,0,i
HP:0005424,Absent specific antibody response,0,0,i
HP:0011889,Bleeding with minor or no trauma,0,0,i
HP:0031003,Polyneuritis,0,0,i
HP:0030014,Female sexual dysfunction,0,0,i
HP:0041045,Increased neutrophil mitochondria,0,0,i
HP:0008419,Intervertebral disk degeneration,0,0,i
HP:0041159,Fractured rib,0,0,i
HP:0004927,Pulmonary artery dilatation,0,0,i
HP:0010505,Limitation of movement at ankles,0,0,i
HP:0025456,Abnormal CSF protein concentration,0,0,i
HP:0100009,Intracranial meningioma,0,0,i
HP:6000613,Enlarged fetal lungs,0,0,i
HP:0007230,Decreased distal sensory nerve action potential,0,0,i
HP:0011967,Decreased circulating copper concentration,0,0,i
HP:0032661,Generalized convulsive status epilepticus,0,0,i
HP:0002102,Pleuritis,0,0,i
HP:0006704,Abnormal coronary artery morphology,0,0,i
HP:0001713,Abnormal cardiac ventricle morphology,0,0,i
HP:0033166,Recurrent viral upper respiratory tract infections,0,0,i
HP:0031041,Obstruction of the superior vena cava,0,0,i
HP:0040219,Absent natural killer cells,0,0,i
HP:0031701,Anterior chamber inflammatory cells,0,0,i
HP:0003455,Elevated circulating long chain fatty acid concentration,0,0,i
HP:0032965,Interstitial emphysema,0,0,i
HP:0032027,Retinal dots,0,0,i
HP:0006737,Extraadrenal pheochromocytoma,0,0,i
HP:4000061,Pancreatic alpha-cell hyperplasia,0,0,i
HP:0012534,Dysesthesia,0,0,i
HP:0025495,Descending aorta hypoplasia,0,0,i
HP:0007488,Diffuse skin atrophy,0,0,i
HP:0012139,Granulocytic hypoplasia,0,0,i
HP:0031695,Severe parainfluenza infection,0,0,i
HP:0030795,Reduced C-peptide level,0,0,i
HP:0001908,Hypoplastic anemia,0,0,i
HP:0002893,Pituitary adenoma,0,0,i
HP:0004925,Chronic lactic acidosis,0,0,i
HP:0006881,Diffuse peripheral demyelination,0,0,i
HP:0008423,Spinal dysplasia,0,0,i
HP:0012300,Ureteral agenesis,0,0,i
HP:0004755,Supraventricular tachycardia,0,0,i
HP:0012129,Abnormality of bone marrow stromal cells,0,0,i
HP:0034530,Bent long bone,0,0,i
HP:0011887,Choroid hemorrhage,0,0,i
HP:0025145,Rigors,0,0,i
HP:0011033,Impairment of fructose metabolism,0,0,i
HP:0006379,Proximal tibial hypoplasia,0,0,i
HP:0100672,Vaginal hernia,0,0,i
HP:0030265,Wide penis,0,0,i
HP:0030146,Abnormal liver parenchyma morphology,0,0,i
HP:0410299,Decreased specific antibody response to polysaccharide vaccine,0,0,i
HP:0011837,Partial IgA deficiency,0,0,i
HP:0003988,Long ulna,0,0,i
HP:0031104,Insulin receptor antibody positivity,0,0,i
HP:0005897,Severe generalized osteoporosis,0,0,i
HP:0030344,Decreased circulating luteinizing hormone level,0,0,i
HP:0003835,Shoulder subluxation,0,0,i
HP:0030620,Inner retinal layer loss on macular OCT,0,0,i
HP:0003358,Elevated intracellular cystine,0,0,i
HP:0003234,Decreased circulating carnitine concentration,0,0,i
HP:0006471,Fixed elbow flexion,0,0,i
HP:0031905,Increased total hemolytic complement activity,0,0,i
HP:0005864,Pseudoarthrosis,0,0,i
HP:0046504,Decreased libido,0,0,i
HP:0031076,Impaired cortisol response to insulin stimulation test,0,0,i
HP:0011934,Dilatation of mesenteric artery,0,0,i
HP:0500191,Increased CSF leucine concentration,0,0,i
HP:0025024,Megarectum,0,0,i
HP:0011905,Reduced hemoglobin A,0,0,i
HP:0010499,Patellar subluxation,0,0,i
HP:0040095,Neoplasm of the outer ear,0,0,i
HP:0011920,Transudative pleural effusion,0,0,i
HP:0100336,Bilateral cleft lip,0,0,i
HP:0008978,Necrotizing myopathy,0,0,i
HP:0032384,Uniparental isodisomy,0,0,i
HP:0034049,Elevated urinary prostaglandin E2 level,0,0,i
HP:0000512,Abnormal electroretinogram,0,0,i
HP:6000419,Elevated circulating proinsulin concentration,0,0,i
HP:0032130,Mycobacterium abscessus abscessus infection,0,0,i
HP:0006549,Unilateral primary pulmonary dysgenesis,0,0,i
HP:0025232,Bursitis,0,0,i
HP:0100516,Neoplasm of the ureter,0,0,i
HP:0012574,Mesangial hypercellularity,0,0,i
HP:0034276,Elevated circulating thymidine concentration,0,0,i
HP:0032160,Cryptococcal meningitis,0,0,i
HP:0003100,Slender long bone,0,0,i
HP:0001117,Sudden loss of visual acuity,0,0,i
HP:0100709,Reduction of oligodendroglia,0,0,i
HP:0006434,Hypoplasia of proximal radius,0,0,i
HP:6000198,Reduced muscle phosphorylase kinase activity,0,0,i
HP:0030948,Elevated gamma-glutamyltransferase level,0,0,i
HP:0007361,Abnormal pons morphology,0,0,i
HP:0011749,Adrenocorticotropic hormone excess,0,0,i
HP:0008306,Abnormal iron deposition in mitochondria,0,0,i
HP:0002959,Impaired Ig class switch recombination,0,0,i
HP:0007299,Dysfunction of lateral corticospinal tracts,0,0,i
HP:0031157,Carotid cavernous fistula,0,0,i
HP:0100292,Amyloidosis of peripheral nerves,0,0,i
HP:0008256,Adrenocortical adenoma,0,0,i
HP:0020142,Blood pressure substantially higher in arms than legs,0,0,i
HP:0009281,Aplasia of the 4th finger,0,0,i
HP:0011531,Vitritis,0,0,i
HP:0010984,Digenic inheritance,0,0,i
HP:0034804,Corneal foreign body sensation,0,0,i
HP:0025592,Superior oblique muscle weakness,0,0,i
HP:0003613,Antiphospholipid antibody positivity,0,0,i
HP:0034601,Decreased circulating C1q concentration,0,0,i
HP:0010525,Finger agnosia,0,0,i
HP:0012426,Optic disc drusen,0,0,i
HP:0030455,Abnormality of pattern visual evoked potentials,0,0,i
HP:0002787,Tracheal calcification,0,0,i
HP:0100809,Scalp tenderness,0,0,i
HP:0004408,Abnormality of the sense of smell,0,0,i
HP:0031603,Impaired nasal mucociliary clearance,0,0,i
HP:0031153,Membranous vitreous appearance,0,0,i
HP:0003639,Elevated urinary epinephrine level,0,0,i
HP:6001007,Elevated urinary bile alcohol level,0,0,i
HP:0025156,Dependency on intravenous nutrition,0,0,i
HP:0010294,Palate fistula,0,0,i
HP:0032107,Limbal stem cell deficiency,0,0,i
HP:0020083,Furuncle,0,0,i
HP:0034589,Increased circulating dehydroepiandrosterone-sulfate concentration,0,0,i
HP:0002945,Intervertebral space narrowing,0,0,i
HP:0100514,Abnormal circulating vitamin E concentration,0,0,i
HP:0005661,Salmonella osteomyelitis,0,0,i
HP:0033646,Absent hippocampal commissure,0,0,i
HP:0007992,Lattice retinal degeneration,0,0,i
HP:6000570,Reduced tissue thymidine phosphorylase activity,0,0,i
HP:0008605,Unilateral external ear deformity,0,0,i
HP:0007448,Hyperkeratosis over edematous areas,0,0,i
HP:0006442,Hypoplasia of proximal fibula,0,0,i
HP:0030874,Oxygen desaturation on exertion,0,0,i
HP:0012789,Hypoplasia of the calcaneus,0,0,i
HP:0011038,Abnormal renal tubular resorption,0,0,i
HP:0010927,Abnormal blood inorganic cation concentration,0,0,i
HP:0003304,Spondylolysis,0,0,i
HP:0200094,Frontal open bite,0,0,i
HP:0011622,Inlet ventricular septal defect,0,0,i
HP:6000021,Decreased circulating thrombopoietin concentration,0,0,i
HP:0000971,Abnormal sweat gland morphology,0,0,i
HP:0011195,EEG with focal sharp slow waves,0,0,i
HP:0007958,Optic atrophy from cranial nerve compression,0,0,i
HP:0003063,Abnormality of the humerus,0,0,i
HP:0011384,Abnormality of the internal auditory canal,0,0,i
HP:0009775,Amniotic constriction ring,0,0,i
HP:0007822,Central retinal exudate,0,0,i
HP:0020127,Periarticular soft-tissue mass,0,0,i
HP:0003467,Atlantoaxial instability,0,0,i
HP:0012683,Pineal cyst,0,0,i
HP:6000558,Reduced erythrocyte adenylate kinase activity,0,0,i
HP:0007668,Impaired pursuit initiation and maintenance,0,0,i
HP:5000013,Anti-GFAP antibody,0,0,i
HP:0001343,Kernicterus,0,0,i
HP:0007727,Opacification of the corneal epithelium,0,0,i
HP:0007183,Focal T2 hyperintense basal ganglia lesion,0,0,i
HP:4000041,AA amyloidosis,0,0,i
HP:0000941,Short diaphyses,0,0,i
HP:0012002,Experiential epileptic aura,0,0,i
HP:0034806,Vaginal foreign body sensation,0,0,i
HP:0410219,Hypoplasia of mandible relative to maxilla,0,0,i
HP:0034787,Accumulation of lipid droplets in small-bowel enterocytes,0,0,i
HP:0011981,Pigment gallstones,0,0,i
HP:0002882,Sudden episodic apnea,0,0,i
HP:0011872,Impaired thrombin-induced platelet aggregation,0,0,i
HP:0011635,Partial diaphragmatic absence of pericardium,0,0,i
HP:0010344,Deviation of the 5th toe,0,0,i
HP:0012631,Pigment deposition in the trabecular meshwork,0,0,i
HP:6000506,Radioulnar subluxation,0,0,i
HP:0500089,Optic nerve sheath meningioma,0,0,i
HP:0025235,NREM parasomnia,0,0,i
HP:0034227,Aortic isthmus hypoplasia,0,0,i
HP:0007965,Undetectable visual evoked potentials,0,0,i
HP:0500095,Food-induced anaphylaxis,0,0,i
HP:0011587,Abnormal branching pattern of the aortic arch,0,0,i
HP:0011231,Prominent eyelashes,0,0,i
HP:0031069,Abnormal femoral torsion,0,0,i
HP:0034048,Decreased circulating chenodeoxycholic acid concentration,0,0,i
HP:0100251,Multiple central nervous system lipomas,0,0,i
HP:0004886,Congenital laryngeal stridor,0,0,i
HP:0032041,Vocal cord polyp,0,0,i
HP:0006655,Rib segmentation abnormalities,0,0,i
HP:0007620,Cutaneous leiomyoma,0,0,i
HP:0025390,Reticular pattern on pulmonary HRCT,0,0,i
HP:0002546,Incomprehensible speech,0,0,i
HP:0034265,Mastalgia,0,0,i
HP:0034165,Reduced circulating interleukin 21 concentration,0,0,i
HP:0011513,Retinal cavernous hemangioma,0,0,i
HP:0011959,Unilateral hypoplasia of pectoralis major muscle,0,0,i
HP:0011870,Impaired arachidonic acid-induced platelet aggregation,0,0,i
HP:0004664,Facial midline hemangioma,0,0,i
HP:0025459,Increased CSF/serum albumin ratio,0,0,i
HP:0009464,Ulnar deviation of the 2nd finger,0,0,i
HP:0002868,Narrow iliac wing,0,0,i
HP:0010711,1-2 toe syndactyly,0,0,i
HP:0034394,Forearm supination contracture,0,0,i
HP:0020081,Pappenheimer bodies,0,0,i
HP:0033741,Grade IV vesicoureteral reflux,0,0,i
HP:0010487,Small hypothenar eminence,0,0,i
HP:6000921,Fibular torsion,0,0,i
HP:0002730,Chronic noninfectious lymphadenopathy,0,0,i
HP:0009727,Achromatic retinal patches,0,0,i
HP:0006431,Abnormal proximal femoral metaphysis morphology,0,0,i
HP:4000169,Pontine T2 hypointensity,0,0,i
HP:0012045,Retinal flecks,0,0,i
HP:0004889,Intermittent episodes of respiratory insufficiency due to muscle weakness,0,0,i
HP:6000782,Reduced tissue phosphomannose isomerase activity,0,0,i
HP:0030691,Divergence nystagmus,0,0,i
HP:0012217,Increased urinary porphobilinogen,0,0,i
HP:0006456,Irregular proximal tibial epiphyses,0,0,i
HP:0032530,Decreased tissue succinic semialdehyde dehydrogenase activity,0,0,i
HP:0200084,Giant cell hepatitis,0,0,i
HP:0011835,Absent scaphoid,0,0,i
HP:0012380,Reduced tissue carnitine O-palmitoyltransferase 2 activity,0,0,i
HP:3000052,Abnormal hyoid bone morphology,0,0,i
HP:0010736,Monostotic fibrous dysplasia,0,0,i
HP:0025167,Fragmented elastic fibers in the dermis,0,0,i
HP:0020182,Abnormal circulating A-type atrial natriuretic peptide concentration,0,0,i
HP:0003051,Enlarged metaphyses,0,0,i
HP:0006992,Anterior basal encephalocele,0,0,i
HP:0006751,Paraspinal neurofibroma,0,0,i
HP:0030048,Colpocephaly,0,0,i
HP:0002627,Right aortic arch with mirror image branching,0,0,i
HP:0010443,Bifid femur,0,0,i
HP:0030473,Abnormal light-adapted flicker electroretinogram,0,0,i
HP:0100752,Abnormal liver lobulation,0,0,i
HP:0012882,Hyperplastic labia majora,0,0,i
HP:0010712,1-4 toe syndactyly,0,0,i
HP:0025402,Square-wave jerks,0,0,i
HP:0012169,Self-biting,0,0,i
HP:0003158,Hyposthenuria,0,0,i
HP:0010759,Prominence of the premaxilla,0,0,i
HP:0003895,Flattened humeral epiphyses,0,0,i
HP:0010732,Nodular changes affecting the eyelids,0,0,i
HP:6000952,Delayed toe phalanx ossification,0,0,i
HP:0000897,Rachitic rosary,0,0,i
HP:0004232,Accessory carpal bones,0,0,i
HP:0011407,Proportionate tall stature,0,0,i
HP:0007321,Deep white matter hypodensities,0,0,i
HP:0005335,Sleepy facial expression,0,0,i
HP:0008420,Punctate vertebral calcifications,0,0,i
HP:0005583,Tubular basement membrane disintegration,0,0,i
HP:0001611,Hypernasal speech,0,0,i
HP:0009123,Mixed hypo- and hyperpigmentation of the skin,0,0,i
HP:0006615,Absent in utero rib ossification,0,0,i
HP:0010714,2-4 toe syndactyly,0,0,i
HP:0025080,Orthokeratotic hyperkeratosis,0,0,i
HP:0031448,Herpetiform vesicles,0,0,i
HP:0001232,Nail bed telangiectasia,0,0,i
HP:0031990,Chvostek sign,0,0,i
HP:0030911,Bifid clitoris,0,0,i
HP:0011317,Right unicoronal synostosis,0,0,i
HP:0012854,Midshaft hypospadias,0,0,i
HP:0003657,Vascular granular osmiophilic material deposition,0,0,i
HP:0008640,Congenital macroorchidism,0,0,i
HP:0030291,Lower-limb metaphyseal irregularity,0,0,i
HP:0009761,Anterior clefting of vertebral bodies,0,0,i
HP:0003231,Hypertyrosinemia,0,0,i
HP:0410302,Decreased specific antibody response to protein-conjugated polysaccharide vaccine,0,0,i
HP:0031228,Abnormal incisura morphology,0,0,i
HP:0004573,Anterior wedging of T11,0,0,i
HP:6000265,Elevated urinary 3-hydroxykynurenine level,0,0,i
HP:6000654,Abnormal ischium ossification,0,0,i
HP:0034517,Pretibial hyperpigmentation,0,0,i
HP:0012555,Absent nail of hallux,0,0,i
HP:0410070,Increased level of ribitol in urine,0,0,i
HP:0031541,Linear C3 deposits along the epidermal basement membrane zone,0,0,i
HP:0011221,Vertical forehead creases,0,0,i
HP:0010013,Abnormal 5th metacarpal morphology,0,0,i
HP:0034104,Anti-neutrophil elastase antibody positivity,0,0,i
HP:0006598,Irregular ossification at anterior rib ends,0,0,i
HP:0009943,Complete duplication of thumb phalanx,0,0,i
HP:0003559,Muscle hyperirritability,0,0,i
HP:0030436,Fibrofolliculoma,0,0,i
HP:0012522,Spider hemangioma,0,0,i
HP:0031814,Palilalia,0,0,i
HP:0010228,Absent epiphyses of the phalanges of the hand,0,0,i
HP:0033769,Fundic gland polyposis,0,0,i
HP:0004226,Curved distal phalanx of the 5th finger,0,0,i
HP:0005676,Rudimentary postaxial polydactyly of hands,0,0,i
HP:0005961,Hypoargininemia,0,0,i
HP:0004625,Biconvex vertebral bodies,0,0,i
HP:6000920,Craniocervical junction constriction,0,0,i
HP:0007083,Hyperactive patellar reflex,0,0,i
HP:0020214,Startle-induced seizure,0,0,i
HP:6000638,Reduced hepatic glyoxylate reductase activity,0,0,i
HP:0033255,Congenital lobar overinflation,0,0,i
HP:0012317,Sacroiliac arthritis,0,0,i
HP:0033140,Blake's pouch cyst,0,0,i
HP:0009471,Contracture of the proximal interphalangeal joint of the 3rd finger,0,0,i
HP:0006059,Cone-shaped metacarpal epiphyses,0,0,i
HP:6001071,Incus ankylosis,0,0,i
HP:0410071,Increased CSF ribitol concentration,0,0,i
HP:0410301,Partial absence of specific antibody response to unconjugated pneumococcus vaccine,0,0,i
HP:0031166,Eyelid myokymia,0,0,i
HP:0100444,Curved middle phalanx of the 4th toe,0,0,i
HP:6000872,Aplasia/Hypoplasia of the calvaria,0,0,i
HP:0410145,Decreased circulating biotinidase concentration,0,0,i
HP:0012543,Hemosiderinuria,0,0,i
HP:0010561,Undulate ribs,0,0,i
HP:0007728,Congenital miosis,0,0,i
HP:0034656,Elevated urine 3-hydroxyglutaric level,0,0,i
HP:0011270,Duplicated tragus,0,0,i
HP:6001074,Longitudinal erythronychia,0,0,i
HP:0010583,Ivory epiphyses,0,0,i
HP:0032590,Renal neutrophilic tubulitis,0,0,i
HP:0006643,Fused sternal ossification centers,0,0,i
HP:0011533,Snowflake vitreoretinal degeneration,0,0,i
