GO_ID,GO_TERM_ft,pmatch_orig,pmatch_ft,category
GO:0033588,elongator holoenzyme complex,0,0,i
GO:0099078,BORC complex,0,0,i
GO:0098574,cytoplasmic side of lysosomal membrane,0,0,i
GO:1902554,serine/threonine protein kinase complex,0,0,i
GO:0034709,methylosome,0,0,i
GO:0031092,platelet alpha granule membrane,0,0,i
GO:0042721,TIM22 mitochondrial import inner membrane insertion complex,0,0,i
GO:0031143,pseudopodium,0,0,i
GO:1990072,TRAPPIII protein complex,0,0,i
GO:0000812,Swr1 complex,0,0,i
GO:1990391,DNA repair complex,0,0,i
GO:0140288,GBAF complex,0,0,i
GO:0042589,zymogen granule membrane,0,0,i
GO:0031415,NatA complex,0,0,i
GO:0097440,apical dendrite,0,0,i
GO:0016586,RSC-type complex,0,0,i
GO:1990316,Atg1/ULK1 kinase complex,0,0,i
GO:0008385,IkappaB kinase complex,0,0,i
GO:0005584,collagen type I trimer,0,0,i
GO:0071006,U2-type catalytic step 1 spliceosome,0,0,i
GO:1904930,amphisome membrane,0,0,i
GO:0000930,gamma-tubulin complex,0,0,i
GO:0032021,NELF complex,0,0,i
GO:0097169,AIM2 inflammasome complex,0,0,i
GO:0160112,axonemal B tubule inner sheath,0,0,i
GO:0044194,cytolytic granule,0,0,i
GO:0031436,BRCA1-BARD1 complex,0,0,i
GO:0097550,transcription preinitiation complex,0,0,i
GO:0042641,actomyosin,0,0,i
GO:0005915,zonula adherens,0,0,i
GO:1990229,iron-sulfur cluster assembly complex,0,0,i
GO:0008352,katanin complex,0,0,i
GO:0030061,mitochondrial crista,0,0,i
GO:0120103,centriolar subdistal appendage,0,0,i
GO:0030119,AP-type membrane coat adaptor complex,0,0,i
GO:0033565,ESCRT-0 complex,0,0,i
GO:0008541,"proteasome regulatory particle, lid subcomplex",0,0,i
GO:0034363,intermediate-density lipoprotein particle,0,0,i
GO:0097450,astrocyte end-foot,0,0,i
GO:0000811,GINS complex,0,0,i
GO:0072357,PTW/PP1 phosphatase complex,0,0,i
GO:0005740,mitochondrial envelope,0,0,i
GO:0098666,G protein-coupled serotonin receptor complex,0,0,i
GO:0034751,aryl hydrocarbon receptor complex,0,0,i
GO:0090571,RNA polymerase II transcription repressor complex,0,0,i
GO:0001940,male pronucleus,0,0,i
GO:0071141,SMAD protein complex,0,0,i
GO:0060201,clathrin-sculpted acetylcholine transport vesicle membrane,0,0,i
GO:0005954,calcium- and calmodulin-dependent protein kinase complex,0,0,i
GO:0044354,macropinosome,0,0,i
GO:0071598,neuronal ribonucleoprotein granule,0,0,i
GO:1990696,USH2 complex,0,0,i
GO:1990604,IRE1-TRAF2-ASK1 complex,0,0,i
GO:0098890,extrinsic component of postsynaptic membrane,0,0,i
GO:0070985,transcription factor TFIIK complex,0,0,i
GO:0099617,matrix side of mitochondrial inner membrane,0,0,i
GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,0,0,i
GO:0005622,intracellular anatomical structure,0,0,i
GO:0140552,TEAD-YAP complex,0,0,i
GO:0071817,MMXD complex,0,0,i
GO:1990617,CHOP-ATF4 complex,0,0,i
GO:0048476,Holliday junction resolvase complex,0,0,i
GO:0030526,granulocyte macrophage colony-stimulating factor receptor complex,0,0,i
GO:0043293,apoptosome,0,0,i
GO:0017071,intracellular cyclic nucleotide activated cation channel complex,0,0,i
GO:0031213,RSF complex,0,0,i
GO:0031422,RecQ family helicase-topoisomerase III complex,0,0,i
GO:0098635,protein complex involved in cell-cell adhesion,0,0,i
GO:0099147,extrinsic component of postsynaptic density membrane,0,0,i
GO:0090733,tenascin complex,0,0,i
GO:0048788,cytoskeleton of presynaptic active zone,0,0,i
GO:0016013,syntrophin complex,0,0,i
GO:0033165,interphotoreceptor matrix,0,0,i
GO:0097470,ribbon synapse,0,0,i
GO:0043259,laminin-10 complex,0,0,i
GO:0034518,RNA cap binding complex,0,0,i
GO:0099512,supramolecular fiber,0,0,i
GO:0099738,cell cortex region,0,0,i
GO:0097268,cytoophidium,0,0,i
GO:0097444,spine apparatus,0,0,i
GO:0072588,box H/ACA RNP complex,0,0,i
GO:0035632,mitochondrial prohibitin complex,0,0,i
GO:0098888,extrinsic component of presynaptic membrane,0,0,i
GO:0032116,SMC loading complex,0,0,i
GO:0097233,alveolar lamellar body membrane,0,0,i
GO:0016513,core-binding factor complex,0,0,i
GO:0035363,histone locus body,0,0,i
GO:0005927,muscle tendon junction,0,0,i
GO:0097135,cyclin E2-CDK2 complex,0,0,i
GO:0097129,cyclin D2-CDK4 complex,0,0,i
GO:0034456,UTP-C complex,0,0,i
GO:0036195,muscle cell projection membrane,0,0,i
GO:0120338,radial spoke head 3,0,0,i
GO:0042022,interleukin-12 receptor complex,0,0,i
GO:0072563,endothelial microparticle,0,0,i
GO:1990682,CSF1-CSF1R complex,0,0,i
GO:0036409,histone H3-K14 acetyltransferase complex,0,0,i
GO:0031523,Myb complex,0,0,i
GO:0005608,laminin-3 complex,0,0,i
GO:0034360,chylomicron remnant,0,0,i
GO:0160074,non-canonical inflammasome complex,0,0,i
GO:0097128,cyclin D1-CDK4 complex,0,0,i
GO:0005583,fibrillar collagen trimer,0,0,i
GO:0070274,RES complex,0,0,i
GO:0036501,UFD1-NPL4 complex,0,0,i
GO:0035985,senescence-associated heterochromatin focus,0,0,i
GO:1904974,heparanase complex,0,0,i
GO:0097179,protease inhibitor complex,0,0,i
GO:1990724,galectin complex,0,0,i
GO:0043512,inhibin A complex,0,0,i
GO:0160110,axonemal microtubule doublet inner sheath,0,0,i
GO:0042709,succinate-CoA ligase complex,0,0,i
GO:1902937,inward rectifier potassium channel complex,0,0,i
GO:0035859,Seh1-associated complex,0,0,i
GO:1990030,pericellular basket,0,0,i
GO:0010370,perinucleolar chromocenter,0,0,i
GO:0150058,amylin receptor complex 3,0,0,i
GO:0005848,mRNA cleavage stimulating factor complex,0,0,i
GO:1990184,amino acid transport complex,0,0,i
GO:0033291,eukaryotic 80S initiation complex,0,0,i
GO:0061742,chaperone-mediated autophagy translocation complex,0,0,i
GO:0036053,glomerular endothelium fenestra,0,0,i
GO:0031205,endoplasmic reticulum Sec complex,0,0,i
GO:0005599,collagen type X trimer,0,0,i
GO:0071261,Ssh1 translocon complex,0,0,i
GO:1990150,VEGF-A complex,0,0,i
GO:0120003,hinge region between urothelial plaques of apical plasma membrane,0,0,i
GO:0035693,NOS2-CD74 complex,0,0,i
GO:0005898,interleukin-13 receptor complex,0,0,i
GO:0097140,BIM-BCL-xl complex,0,0,i
GO:0090636,outer dense plaque of desmosome,0,0,i
GO:1990231,STING complex,0,0,i
GO:1990435,upper tip-link density,0,0,i
GO:0005895,interleukin-5 receptor complex,0,0,i
GO:0000112,nucleotide-excision repair factor 3 complex,0,0,i
GO:0044299,C-fiber,0,0,i
GO:0005582,collagen type XV trimer,0,0,i
GO:0120220,basal body patch,0,0,i
GO:0070176,DRM complex,0,0,i
GO:0120234,stereocilium coat,0,0,i
GO:0097541,axonemal basal plate,0,0,i
GO:0005880,nuclear microtubule,0,0,i
GO:0097462,Lewy neurite,0,0,i
GO:0098541,cytoplasmic side of trans-Golgi network transport vesicle membrane,0,0,i
GO:0002189,ribose phosphate diphosphokinase complex,0,0,i
GO:0008303,caspase complex,0,0,i
GO:0000417,HIR complex,0,0,i
GO:0031592,centrosomal corona,0,0,i
GO:0045600,positive regulation of fat cell differentiation,0,0,i
GO:0043524,negative regulation of neuron apoptotic process,0,0,i
GO:0033209,tumor necrosis factor-mediated signaling pathway,0,0,i
GO:0008544,epidermis development,0,0,i
GO:0006298,mismatch repair,0,0,i
GO:0009952,anterior/posterior pattern specification,0,0,i
GO:0031640,killing of cells of another organism,0,0,i
GO:0007264,small GTPase-mediated signal transduction,0,0,i
GO:0006886,intracellular protein transport,1,1,c
GO:0042981,regulation of apoptotic process,0,0,i
GO:0031663,lipopolysaccharide-mediated signaling pathway,0,0,i
GO:0051384,response to glucocorticoid,0,0,i
GO:0048870,cell motility,0,0,i
GO:0070102,interleukin-6-mediated signaling pathway,0,0,i
GO:0001657,ureteric bud development,0,0,i
GO:0009409,response to cold,1,1,c
GO:0048839,inner ear development,0,0,i
GO:0031116,positive regulation of microtubule polymerization,0,0,i
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,0,0,i
GO:0075523,viral translational frameshifting,0,0,i
GO:0019229,regulation of vasoconstriction,0,0,i
GO:0070213,protein auto-ADP-ribosylation,0,0,i
GO:0006607,NLS-bearing protein import into nucleus,0,0,i
GO:0016486,peptide hormone processing,0,0,i
GO:0000375,"RNA splicing, via transesterification reactions",0,0,i
GO:0044546,NLRP3 inflammasome complex assembly,0,0,i
GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,0,0,i
GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,0,0,i
GO:0070327,thyroid hormone transport,0,0,i
GO:0021772,olfactory bulb development,0,0,i
GO:0050848,regulation of calcium-mediated signaling,0,0,i
GO:0015755,fructose transmembrane transport,0,0,i
GO:0019370,leukotriene biosynthetic process,0,0,i
GO:0098712,L-glutamate import across plasma membrane,0,0,i
GO:0006665,sphingolipid metabolic process,0,0,i
GO:0086004,regulation of cardiac muscle cell contraction,0,0,i
GO:0010887,negative regulation of cholesterol storage,0,0,i
GO:0048388,endosomal lumen acidification,0,0,i
GO:0086009,membrane repolarization,0,0,i
GO:0072520,seminiferous tubule development,0,0,i
GO:0008090,retrograde axonal transport,0,0,i
GO:0034975,protein folding in endoplasmic reticulum,0,0,i
GO:0046621,negative regulation of organ growth,0,0,i
GO:0019852,L-ascorbic acid metabolic process,0,0,i
GO:0046037,GMP metabolic process,0,0,i
GO:2001214,positive regulation of vasculogenesis,0,0,i
GO:1990108,protein linear deubiquitination,0,0,i
GO:0099159,regulation of modification of postsynaptic structure,0,0,i
GO:2000049,positive regulation of cell-cell adhesion mediated by cadherin,0,0,i
GO:0032026,response to magnesium ion,0,0,i
GO:0051451,myoblast migration,0,0,i
GO:1903829,positive regulation of protein localization,1,0,l
GO:0000301,"retrograde transport, vesicle recycling within Golgi",0,0,i
GO:0060296,regulation of cilium beat frequency involved in ciliary motility,0,0,i
GO:0008535,respiratory chain complex IV assembly,0,0,i
GO:1902270,(R)-carnitine transmembrane transport,0,0,i
GO:0045839,negative regulation of mitotic nuclear division,0,0,i
GO:0061518,microglial cell proliferation,0,0,i
GO:2000052,positive regulation of non-canonical Wnt signaling pathway,0,0,i
GO:0021516,dorsal spinal cord development,0,0,i
GO:0035340,inosine transport,0,0,i
GO:0043267,negative regulation of potassium ion transport,0,0,i
GO:0010706,ganglioside biosynthetic process via lactosylceramide,0,0,i
GO:2000020,positive regulation of male gonad development,0,0,i
GO:2000177,regulation of neural precursor cell proliferation,0,0,i
GO:0071287,cellular response to manganese ion,0,0,i
GO:0071076,RNA 3' uridylation,0,0,i
GO:0061180,mammary gland epithelium development,0,0,i
GO:0050428,3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,0,0,i
GO:0070234,positive regulation of T cell apoptotic process,0,0,i
GO:0006650,glycerophospholipid metabolic process,0,0,i
GO:0032025,response to cobalt ion,0,0,i
GO:0048755,branching morphogenesis of a nerve,0,0,i
GO:0051608,histamine transport,0,0,i
GO:0141137,"positive regulation of gene expression, epigenetic",0,0,i
GO:0050851,antigen receptor-mediated signaling pathway,0,0,i
GO:0071731,response to nitric oxide,0,0,i
GO:0006172,ADP biosynthetic process,0,0,i
GO:0000957,mitochondrial RNA catabolic process,0,0,i
GO:1903691,"positive regulation of wound healing, spreading of epidermal cells",0,0,i
GO:0002724,regulation of T cell cytokine production,0,0,i
GO:1901984,negative regulation of protein acetylation,0,0,i
GO:0032946,positive regulation of mononuclear cell proliferation,0,0,i
GO:0006554,lysine catabolic process,0,0,i
GO:1901911,adenosine 5'-(hexahydrogen pentaphosphate) catabolic process,0,0,i
GO:0050672,negative regulation of lymphocyte proliferation,0,0,i
GO:0051754,"meiotic sister chromatid cohesion, centromeric",0,0,i
GO:0051900,regulation of mitochondrial depolarization,0,0,i
GO:0045794,negative regulation of cell volume,0,0,i
GO:0060168,positive regulation of adenosine receptor signaling pathway,0,0,i
GO:0061724,lipophagy,0,0,i
GO:0002328,pro-B cell differentiation,0,0,i
GO:0035910,ascending aorta morphogenesis,0,0,i
GO:0006907,pinocytosis,0,0,i
GO:0055118,negative regulation of cardiac muscle contraction,0,0,i
GO:1901185,negative regulation of ERBB signaling pathway,0,0,i
GO:2000360,negative regulation of binding of sperm to zona pellucida,0,0,i
GO:0090118,receptor-mediated endocytosis involved in cholesterol transport,0,0,i
GO:0072177,mesonephric duct development,0,0,i
GO:0072107,positive regulation of ureteric bud formation,0,0,i
GO:0018277,protein deamination,0,0,i
GO:0014034,neural crest cell fate commitment,0,0,i
GO:2001206,positive regulation of osteoclast development,0,0,i
GO:1904723,negative regulation of Wnt-Frizzled-LRP5/6 complex assembly,0,0,i
GO:0035815,positive regulation of renal sodium excretion,0,0,i
GO:0046058,cAMP metabolic process,0,0,i
GO:1901896,positive regulation of ATPase-coupled calcium transmembrane transporter activity,0,0,i
GO:0030718,germ-line stem cell population maintenance,0,0,i
GO:0002904,positive regulation of B cell apoptotic process,0,0,i
GO:0048483,autonomic nervous system development,0,0,i
GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0,0,i
GO:0072752,cellular response to rapamycin,0,0,i
GO:0030328,prenylcysteine catabolic process,0,0,i
GO:0050866,negative regulation of cell activation,0,0,i
GO:0015786,UDP-glucose transmembrane transport,0,0,i
GO:0032430,positive regulation of phospholipase A2 activity,0,0,i
GO:2000156,"regulation of retrograde vesicle-mediated transport, Golgi to ER",0,0,i
GO:0042559,pteridine-containing compound biosynthetic process,0,0,i
GO:0051438,regulation of ubiquitin-protein transferase activity,0,0,i
GO:1903593,regulation of histamine secretion by mast cell,0,0,i
GO:0045058,T cell selection,0,0,i
GO:0060255,regulation of macromolecule metabolic process,0,0,i
GO:0010641,positive regulation of platelet-derived growth factor receptor signaling pathway,0,0,i
GO:1904695,positive regulation of vascular associated smooth muscle contraction,0,0,i
GO:0072683,T cell extravasation,0,0,i
GO:0070487,monocyte aggregation,0,0,i
GO:0021965,spinal cord ventral commissure morphogenesis,0,0,i
GO:1904780,negative regulation of protein localization to centrosome,0,0,i
GO:1900106,positive regulation of hyaluranon cable assembly,0,0,i
GO:0032916,positive regulation of transforming growth factor beta3 production,0,0,i
GO:0043368,positive T cell selection,0,0,i
GO:2000017,positive regulation of determination of dorsal identity,0,0,i
GO:0106354,tRNA surveillance,0,0,i
GO:1904094,positive regulation of autophagic cell death,0,0,i
GO:0090212,negative regulation of establishment of blood-brain barrier,0,0,i
GO:0017126,nucleologenesis,0,0,i
GO:0003350,pulmonary myocardium development,0,0,i
GO:0061890,positive regulation of astrocyte activation,0,0,i
GO:0014889,muscle atrophy,0,0,i
GO:0021941,negative regulation of cerebellar granule cell precursor proliferation,0,0,i
GO:2001037,positive regulation of tongue muscle cell differentiation,0,0,i
GO:0010725,regulation of primitive erythrocyte differentiation,0,0,i
GO:1900078,positive regulation of cellular response to insulin stimulus,0,0,i
GO:0016999,antibiotic metabolic process,0,0,i
GO:1902548,negative regulation of cellular response to vascular endothelial growth factor stimulus,0,0,i
GO:2000671,regulation of motor neuron apoptotic process,0,0,i
GO:0090218,positive regulation of lipid kinase activity,0,0,i
GO:1903141,negative regulation of establishment of endothelial barrier,0,0,i
GO:0035802,adrenal cortex formation,0,0,i
GO:0016482,cytosolic transport,0,0,i
GO:0009820,alkaloid metabolic process,0,0,i
GO:0090615,mitochondrial mRNA processing,0,0,i
GO:0060280,negative regulation of ovulation,0,0,i
GO:0035282,segmentation,0,0,i
GO:0021687,cerebellar molecular layer morphogenesis,0,0,i
GO:2000331,regulation of terminal button organization,0,0,i
GO:0015723,bilirubin transport,0,0,i
GO:1902998,positive regulation of neurofibrillary tangle assembly,0,0,i
GO:0035932,aldosterone secretion,0,0,i
GO:0097639,L-lysine import across plasma membrane,0,0,i
GO:0046603,negative regulation of mitotic centrosome separation,0,0,i
GO:1903963,arachidonate transport,0,0,i
GO:0045338,farnesyl diphosphate metabolic process,0,0,i
GO:1901184,regulation of ERBB signaling pathway,0,0,i
GO:0002691,regulation of cellular extravasation,0,0,i
GO:0006014,D-ribose metabolic process,0,0,i
GO:0090174,organelle membrane fusion,0,0,i
GO:0002336,B-1 B cell lineage commitment,0,0,i
GO:0002319,memory B cell differentiation,0,0,i
GO:0006214,thymidine catabolic process,0,0,i
GO:0110119,positive regulation of very-low-density lipoprotein particle clearance,0,0,i
GO:0048239,negative regulation of DNA recombination at telomere,0,0,i
GO:0001100,negative regulation of exit from mitosis,0,0,i
GO:1903165,response to polycyclic arene,0,0,i
GO:0140438,protein stearoylation,0,0,i
GO:0140888,interferon-mediated signaling pathway,0,0,i
GO:0072028,nephron morphogenesis,0,0,i
GO:0090520,sphingolipid mediated signaling pathway,0,0,i
GO:0022004,midbrain-hindbrain boundary maturation during brain development,0,0,i
GO:1905945,regulation of response to calcium ion,0,0,i
GO:0090152,establishment of protein localization to mitochondrial membrane involved in mitochondrial fission,0,0,i
GO:0045763,negative regulation of cellular amino acid metabolic process,0,0,i
GO:0009593,detection of chemical stimulus,0,0,i
GO:0060268,negative regulation of respiratory burst,0,0,i
GO:0046092,deoxycytidine metabolic process,0,0,i
GO:1902999,negative regulation of phospholipid efflux,0,0,i
GO:0032261,purine nucleotide salvage,0,0,i
GO:1903906,regulation of plasma membrane raft polarization,0,0,i
GO:1904550,response to arachidonic acid,0,0,i
GO:0031109,microtubule polymerization or depolymerization,0,0,i
GO:0001695,histamine catabolic process,0,0,i
GO:0140962,multicellular organismal-level chemical homeostasis,0,0,i
GO:1900450,negative regulation of glutamate receptor signaling pathway,0,0,i
GO:2000794,regulation of epithelial cell proliferation involved in lung morphogenesis,0,0,i
GO:0003185,sinoatrial valve morphogenesis,0,0,i
GO:0042749,regulation of circadian sleep/wake cycle,0,0,i
GO:0014740,negative regulation of muscle hyperplasia,0,0,i
GO:0061325,cell proliferation involved in outflow tract morphogenesis,0,0,i
GO:0100001,regulation of skeletal muscle contraction by action potential,0,0,i
GO:0160145,negative regulation of GDF15-GFRAL signaling pathway,0,0,i
GO:0000987,cis-regulatory region sequence-specific DNA binding,0,0,i
GO:0044877,protein-containing complex binding,0,0,i
GO:0004879,nuclear receptor activity,0,0,i
GO:0035091,phosphatidylinositol binding,0,0,i
GO:0035925,mRNA 3'-UTR AU-rich region binding,0,0,i
GO:0003712,transcription coregulator activity,0,0,i
GO:0003700,DNA-binding transcription factor activity,0,0,i
GO:0046983,protein dimerization activity,1,0,l
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",0,0,i
GO:0046982,protein heterodimerization activity,0,0,i
GO:0004860,protein kinase inhibitor activity,0,0,i
GO:0001223,transcription coactivator binding,0,0,i
GO:0030331,nuclear estrogen receptor binding,0,0,i
GO:0001221,transcription coregulator binding,0,0,i
GO:0034979,NAD-dependent protein lysine deacetylase activity,0,0,i
GO:0016303,1-phosphatidylinositol-3-kinase activity,0,0,i
GO:0003720,telomerase activity,0,0,i
GO:0005504,fatty acid binding,0,0,i
GO:0042056,chemoattractant activity,0,0,i
GO:0003836,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",0,0,i
GO:0004430,1-phosphatidylinositol 4-kinase activity,0,0,i
GO:0035242,protein-arginine omega-N asymmetric methyltransferase activity,0,0,i
GO:0004550,nucleoside diphosphate kinase activity,0,0,i
GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,0,0,i
GO:0043236,laminin binding,0,0,i
GO:0035615,clathrin adaptor activity,0,0,i
GO:0070330,aromatase activity,0,0,i
GO:0016746,acyltransferase activity,0,0,i
GO:0015106,bicarbonate transmembrane transporter activity,0,0,i
GO:0004620,phospholipase activity,0,0,i
GO:0051880,G-quadruplex DNA binding,0,0,i
GO:0004300,enoyl-CoA hydratase activity,0,0,i
GO:0008568,microtubule severing ATPase activity,0,0,i
GO:0140597,protein carrier chaperone,0,0,i
GO:0004931,extracellularly ATP-gated monoatomic cation channel activity,0,0,i
GO:0001091,RNA polymerase II general transcription initiation factor binding,0,0,i
GO:0004862,cAMP-dependent protein kinase inhibitor activity,0,0,i
GO:0015213,uridine transmembrane transporter activity,0,0,i
GO:0010485,histone H4 acetyltransferase activity,0,0,i
GO:0008517,folic acid transmembrane transporter activity,0,0,i
GO:0047066,phospholipid-hydroperoxide glutathione peroxidase activity,0,0,i
GO:0008486,diphosphoinositol-polyphosphate diphosphatase activity,0,0,i
GO:0004629,phospholipase C activity,0,0,i
GO:0050146,nucleoside phosphotransferase activity,0,0,i
GO:0061513,glucose 6-phosphate:phosphate antiporter activity,0,0,i
GO:0035612,AP-2 adaptor complex binding,0,0,i
GO:0019841,retinol binding,0,0,i
GO:0008384,IkappaB kinase activity,0,0,i
GO:0047024,"5alpha-androstane-3beta,17beta-diol dehydrogenase activity",0,0,i
GO:0030298,receptor signaling protein tyrosine kinase activator activity,0,0,i
GO:0004831,tyrosine-tRNA ligase activity,0,0,i
GO:0140537,transcription regulator activator activity,0,0,i
GO:0036041,long-chain fatty acid binding,0,0,i
GO:0001181,RNA polymerase I general transcription initiation factor activity,0,0,i
GO:0005298,proline:sodium symporter activity,0,0,i
GO:0042806,fucose binding,0,0,i
GO:0060228,phosphatidylcholine-sterol O-acyltransferase activator activity,0,0,i
GO:0004605,phosphatidate cytidylyltransferase activity,0,0,i
GO:0001635,calcitonin gene-related peptide receptor activity,0,0,i
GO:0004478,methionine adenosyltransferase activity,0,0,i
GO:0003958,NADPH-hemoprotein reductase activity,0,0,i
GO:0004559,alpha-mannosidase activity,0,0,i
GO:0070891,lipoteichoic acid binding,0,0,i
GO:0050483,IMP 5'-nucleotidase activity,0,0,i
GO:0005368,taurine transmembrane transporter activity,0,0,i
GO:0030144,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity",0,0,i
GO:0017064,fatty acid amide hydrolase activity,0,0,i
GO:0050544,arachidonic acid binding,0,0,i
GO:0044390,ubiquitin-like protein conjugating enzyme binding,0,0,i
GO:0004111,creatine kinase activity,0,0,i
GO:0008117,sphinganine-1-phosphate aldolase activity,0,0,i
GO:0004174,electron-transferring-flavoprotein dehydrogenase activity,0,0,i
GO:0004321,fatty-acyl-CoA synthase activity,0,0,i
GO:0005334,norepinephrine:sodium symporter activity,0,0,i
GO:0003986,acetyl-CoA hydrolase activity,0,0,i
GO:0043262,ADP phosphatase activity,0,0,i
GO:0035250,UDP-galactosyltransferase activity,0,0,i
GO:0141185,UFM1-modified protein reader activity,0,0,i
GO:0071667,DNA/RNA hybrid binding,0,0,i
GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,0,0,i
GO:0140825,lactoperoxidase activity,0,0,i
GO:0008597,calcium-dependent protein serine/threonine phosphatase regulator activity,0,0,i
GO:0046977,TAP binding,0,0,i
GO:0002046,opsin binding,0,0,i
GO:0008934,inositol monophosphate 1-phosphatase activity,0,0,i
GO:0004333,fumarate hydratase activity,0,0,i
GO:0004967,glucagon receptor activity,0,0,i
GO:0001602,pancreatic polypeptide receptor activity,0,0,i
GO:0008761,UDP-N-acetylglucosamine 2-epimerase activity,0,0,i
GO:0005283,amino acid:sodium symporter activity,0,0,i
GO:0000252,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,0,0,i
GO:0004631,phosphomevalonate kinase activity,0,0,i
GO:0019797,procollagen-proline 3-dioxygenase activity,0,0,i
GO:0044388,small protein activating enzyme binding,0,0,i
GO:0002951,leukotriene-C(4) hydrolase,0,0,i
GO:0003951,NAD+ kinase activity,0,0,i
GO:0005094,Rho GDP-dissociation inhibitor activity,0,0,i
GO:0120170,intraciliary transport particle B binding,0,0,i
GO:1904768,all-trans-retinol binding,0,0,i
GO:0004775,succinate-CoA ligase (ADP-forming) activity,0,0,i
GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity,0,0,i
GO:0140563,"UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity",0,0,i
GO:0052839,inositol diphosphate tetrakisphosphate kinase activity,0,0,i
GO:1903981,enterobactin binding,0,0,i
GO:0071424,rRNA (cytosine-N4-)-methyltransferase activity,0,0,i
GO:0141106,tRNA methyltransferase activator activity,0,0,i
GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity,0,0,i
GO:0004572,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",0,0,i
GO:0004505,phenylalanine 4-monooxygenase activity,0,0,i
GO:0034875,caffeine oxidase activity,0,0,i
GO:0015024,glucuronate-2-sulfatase activity,0,0,i
GO:0047939,L-glucuronate reductase activity,0,0,i
GO:0050201,fucokinase activity,0,0,i
GO:0003858,3-hydroxybutyrate dehydrogenase activity,0,0,i
GO:0045029,G protein-coupled UDP receptor activity,0,0,i
GO:0047800,cysteamine dioxygenase activity,0,0,i
GO:0097003,adipokinetic hormone receptor activity,0,0,i
GO:0160107,tRNA (adenine(58)-N1)-methyltransferase activity,0,0,i
GO:0060002,plus-end directed microfilament motor activity,0,0,i
GO:0033749,histone H4R3 demethylase activity,0,0,i
GO:0140486,zinc ion sequestering activity,0,0,i
