GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_term,pmatch
GO:0070443,2,Mad-Max complex,cellular_component,0,58,1416,16,receptor internalization,0
GO:0033011,2,perinuclear theca,cellular_component,0,246,1436,16,sarcomere organization,0
GO:0008328,2,ionotropic glutamate receptor complex,cellular_component,16,52,1434,16,cysteine-type peptidase activity,0
GO:1905360,2,GTPase complex,cellular_component,4,582,1535,17,regulation of protein localization to plasma membrane,0
GO:0097014,2,ciliary plasm,cellular_component,21,11,1491,17,cellular response to nitrogen starvation,0
GO:0031501,2,mannosyltransferase complex,cellular_component,3,105,1547,17,angiogenesis,0
GO:1990566,2,I(KACh) inward rectifier potassium channel complex,cellular_component,0,0,1484,17,DNA-dependent DNA replication,0
GO:1990728,2,mitotic spindle assembly checkpoint MAD1-MAD2 complex,cellular_component,0,0,1495,17,regulation of cellular response to stress,0
GO:1990647,2,C/EBP complex,cellular_component,0,31,1500,17,regulation of cellular response to stress,0
GO:0097133,2,cyclin D3-CDK6 complex,cellular_component,0,22,1482,17,regulation of cellular response to stress,0
GO:0032476,2,polyprenyl diphosphate synthase complex,cellular_component,0,0,1516,17,oxygen binding,0
GO:0071133,2,alpha9-beta1 integrin-ADAM8 complex,cellular_component,0,0,1514,17,cellular response to DNA damage stimulus,0
GO:0140240,2,perforant pathway to dendrate granule cell synapse,cellular_component,0,0,1487,17,cellular response to nitrogen levels,0
GO:0005969,1,serine-pyruvate aminotransferase complex,cellular_component,0,0,1612,18,"ATPase activity, coupled to movement of substances",0
GO:1990620,1,ANPR-A receptor complex,cellular_component,0,0,1633,18,regulation of cellular response to insulin stimulus,0
GO:0150056,1,amylin receptor complex 1,cellular_component,0,0,1628,18,lysine biosynthetic process via diaminopimelate,0
GO:0097181,1,protein C inhibitor-coagulation factor V complex,cellular_component,0,0,1623,18,response to acid,0
GO:0031906,2,late endosome lumen,cellular_component,3,5,1562,18,microtubule-based movement,0
GO:0070210,2,Rpd3L-Expanded complex,cellular_component,3,1,1560,18,regulation of thymocyte apoptotic process,0
GO:0035841,1,new growing cell tip,cellular_component,0,0,1593,18,positive regulation of cell size,0
GO:0034777,1,recycling endosome lumen,cellular_component,0,0,1613,18,mitochondrial outer membrane permeabilization,0
GO:1990047,2,spindle matrix,cellular_component,1,531,1585,18,regulation of cellular response to DNA damage stimulus,0
GO:0043073,2,germ cell nucleus,cellular_component,3,152,1558,18,regulation of cellular carbohydrate catabolic process,0
GO:0034718,1,SMN-Gemin2 complex,cellular_component,0,46,1651,19,protein modification by small protein conjugation or removal,0
GO:0070826,1,paraferritin complex,cellular_component,1,0,1724,19,innate immune response-activating signal transduction,0
GO:1990706,1,MAD1 complex,cellular_component,0,13,1702,19,regulation of cellular response to stimulus,0
GO:1902912,1,pyruvate kinase complex,cellular_component,0,3,1683,19,regulation of protein complex localization,0
GO:0031475,1,myosin V complex,cellular_component,0,5,1706,19,intracellular signal transduction,0
GO:0033593,1,BRCA2-MAGE-D1 complex,cellular_component,1,0,1725,19,actin filament capping,0
GO:0071513,1,phosphopantothenoylcysteine decarboxylase complex,cellular_component,1,0,1716,19,cellular response to insulin stimulus,0
GO:1990038,1,Lewy body corona,cellular_component,1,0,1728,19,regulation of cellular response to stress,0
GO:0035838,1,growing cell tip,cellular_component,0,57,1648,19,negative regulation of lipid biosynthetic process,0
GO:0045267,1,"proton-transporting ATP synthase, catalytic core",cellular_component,0,6,1711,19,"proton-transporting ATP synthase complex, catalytic core",0
GO:0005700,1,polytene chromosome,cellular_component,1,2540,1749,20,nucleolus,0
GO:0044207,1,translation initiation ternary complex,cellular_component,1,2,1771,20,phospholipid metabolic process,0
GO:0009360,1,DNA polymerase III complex,cellular_component,7,61,1832,20,heme binding,0
GO:0120231,1,DNA recombinase auxiliary factor complex,cellular_component,0,0,1808,20,None,0
GO:0120134,1,proximal portion of axoneme,cellular_component,0,0,1799,20,None,0
GO:0090498,1,extrinsic component of Golgi membrane,cellular_component,0,0,1787,20,protein kinase regulator activity,0
GO:0097471,1,mossy fiber rosette,cellular_component,1,21,1764,20,cellular response to DNA damage stimulus,0
GO:0044225,1,apical pole of neuron,cellular_component,1,0,1745,20,ribonucleoprotein complex,0
GO:0043528,1,tRNA (m2G10) methyltransferase complex,cellular_component,0,0,1809,20,myosin II complex,0
GO:0097409,1,glial cytoplasmic inclusion,cellular_component,1,194,1760,20,mitochondrial outer membrane permeabilization,0
GO:0006099,65,tricarboxylic acid cycle,biological_process,,,463,1,tricarboxylic acid cycle,1
GO:0006487,97,protein N-linked glycosylation,biological_process,,,263,1,protein modification process,0
GO:0097191,66,extrinsic apoptotic signaling pathway,biological_process,,,448,1,exocytosis,0
GO:0002931,67,response to ischemia,biological_process,,,438,1,protein transport,0
GO:0051321,72,meiotic cell cycle,biological_process,,,392,1,meiotic metaphase I spindle organization,0
GO:2000648,65,positive regulation of stem cell proliferation,biological_process,,,464,1,positive regulation of chromatin silencing,0
GO:0050821,317,protein stabilization,biological_process,,,52,1,protein stabilization,1
GO:0007094,53,mitotic spindle assembly checkpoint signaling,biological_process,,,593,1,mitotic spindle assembly checkpoint,0
GO:0048812,69,neuron projection morphogenesis,biological_process,,,421,1,axon guidance,0
GO:0060041,63,retina development in camera-type eye,biological_process,,,481,1,response to symbiont,0
GO:0045050,34,protein insertion into ER membrane by stop-transfer membrane-anchor sequence,biological_process,,,1026,2,regulation of bone resorption,0
GO:0051966,33,"regulation of synaptic transmission, glutamatergic",biological_process,,,1073,2,nucleosome disassembly,0
GO:0008033,37,tRNA processing,biological_process,,,920,2,tRNA processing,1
GO:0000422,33,autophagy of mitochondrion,biological_process,,,1069,2,sister chromatid cohesion,0
GO:0019216,39,regulation of lipid metabolic process,biological_process,,,884,2,pyrophosphatase activity,0
GO:0032727,33,positive regulation of interferon-alpha production,biological_process,,,1087,2,positive regulation of cytokine production,0
GO:0090050,47,positive regulation of cell migration involved in sprouting angiogenesis,biological_process,,,710,2,relaxation of muscle,0
GO:0000079,31,regulation of cyclin-dependent protein serine/threonine kinase activity,biological_process,,,1155,2,regulation of mitotic cell cycle,0
GO:0042542,36,response to hydrogen peroxide,biological_process,,,951,2,response to hydrogen peroxide,1
GO:0030214,30,hyaluronan catabolic process,biological_process,,,1200,2,protein modification by small protein conjugation or removal,0
GO:0038066,28,p38MAPK cascade,biological_process,,,1289,3,endosome to lysosome transport,0
GO:0097435,21,supramolecular fiber organization,biological_process,,,1744,3,neutrophil activation,0
GO:0140042,22,lipid droplet formation,biological_process,,,1650,3,response to low light intensity,0
GO:0010996,25,response to auditory stimulus,biological_process,,,1407,3,regulation of transcription from RNA polymerase II promoter,0
GO:0085020,22,protein K6-linked ubiquitination,biological_process,,,1610,3,protein targeting to peroxisome,0
GO:0032502,20,developmental process,biological_process,,,1780,3,developmental process,1
GO:0006977,25,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",biological_process,,,1419,3,"DNA damage response, signal transduction by p53 class mediator",0
GO:0006939,21,smooth muscle contraction,biological_process,,,1721,3,muscle contraction,0
GO:0033619,20,membrane protein proteolysis,biological_process,,,1793,3,activating transcription factor binding,0
GO:0048015,24,phosphatidylinositol-mediated signaling,biological_process,,,1492,3,phosphoinositide 3-kinase regulator activity,0
GO:0071498,17,cellular response to fluid shear stress,biological_process,,,2187,4,cellular response to endoplasmic reticulum stress,0
GO:0007208,15,phospholipase C-activating serotonin receptor signaling pathway,biological_process,,,2361,4,activation of Ras GTPase activity,0
GO:0035162,17,embryonic hemopoiesis,biological_process,,,2109,4,embryonic hemopoiesis,1
GO:0006892,19,post-Golgi vesicle-mediated transport,biological_process,,,1893,4,post-Golgi vesicle-mediated transport,1
GO:0010763,15,positive regulation of fibroblast migration,biological_process,,,2333,4,negative regulation of fibroblast proliferation,0
GO:0033630,18,positive regulation of cell adhesion mediated by integrin,biological_process,,,1992,4,cellular response to insulin stimulus,0
GO:0030311,16,poly-N-acetyllactosamine biosynthetic process,biological_process,,,2309,4,chitinase activity,0
GO:0043200,18,response to amino acid,biological_process,,,2032,4,response to external biotic stimulus,0
GO:1990869,17,cellular response to chemokine,biological_process,,,2129,4,regulation of cellular response to stimulus,0
GO:0051256,17,mitotic spindle midzone assembly,biological_process,,,2188,4,mitochondrial proton-transporting ATP synthase complex assembly,0
GO:1903980,14,positive regulation of microglial cell activation,biological_process,,,2536,5,positive regulation of protein targeting to mitochondrion,0
GO:0042592,12,homeostatic process,biological_process,,,2933,5,homeostatic process,1
GO:0035455,14,response to interferon-alpha,biological_process,,,2516,5,root hair cell differentiation,0
GO:0010884,14,positive regulation of lipid storage,biological_process,,,2562,5,regulation of 1-aminocyclopropane-1-carboxylate synthase activity,0
GO:1900246,12,positive regulation of RIG-I signaling pathway,biological_process,,,2888,5,positive regulation of protein targeting to mitochondrion,0
GO:0006729,13,tetrahydrobiopterin biosynthetic process,biological_process,,,2655,5,ether lipid biosynthetic process,0
GO:0006995,12,cellular response to nitrogen starvation,biological_process,,,2860,5,cell aging,0
GO:1904996,14,positive regulation of leukocyte adhesion to vascular endothelial cell,biological_process,,,2474,5,regulation of cellular response to stimulus,0
GO:0060259,12,regulation of feeding behavior,biological_process,,,2930,5,regulation of cell surface receptor signaling pathway,0
GO:0040015,13,negative regulation of multicellular organism growth,biological_process,,,2713,5,heme binding,0
GO:0032649,9,regulation of type II interferon production,biological_process,,,3498,6,regulation of protein insertion into mitochondrial membrane involved in apoptotic process,0
GO:0021612,10,facial nerve structural organization,biological_process,,,3351,6,neurotransmitter transport,0
GO:0070574,9,cadmium ion transmembrane transport,biological_process,,,3551,6,response to antibiotic,0
GO:0032873,9,negative regulation of stress-activated MAPK cascade,biological_process,,,3529,6,regulation of RNA splicing,0
GO:0010898,10,positive regulation of triglyceride catabolic process,biological_process,,,3237,6,rRNA transcription,0
GO:0071787,10,endoplasmic reticulum tubular network formation,biological_process,,,3235,6,cellular response to insulin stimulus,0
GO:0097011,11,cellular response to granulocyte macrophage colony-stimulating factor stimulus,biological_process,,,3146,6,neutrophil mediated immunity,0
GO:0008228,10,opsonization,biological_process,,,3236,6,oligosaccharide biosynthetic process,0
GO:0070291,10,N-acylethanolamine metabolic process,biological_process,,,3280,6,lysine import,0
GO:1905198,10,manchette assembly,biological_process,,,3374,6,negative regulation of protein localization to plasma membrane,0
GO:0002842,7,positive regulation of T cell mediated immune response to tumor cell,biological_process,,,4171,7,MHC class II protein complex,0
GO:0009086,7,methionine biosynthetic process,biological_process,,,4151,7,methionine biosynthetic process,1
GO:0009888,8,tissue development,biological_process,,,3806,7,tissue development,1
GO:0038160,8,CXCL12-activated CXCR4 signaling pathway,biological_process,,,3876,7,protein dimerization activity,0
GO:0033490,8,cholesterol biosynthetic process via lathosterol,biological_process,,,4068,7,two-component response regulator activity,0
GO:2000144,8,positive regulation of DNA-templated transcription initiation,biological_process,,,4043,7,regulation of cell migration,0
GO:0036035,8,osteoclast development,biological_process,,,3949,7,regulation of metabolic process,0
GO:2001259,8,positive regulation of cation channel activity,biological_process,,,3800,7,negative regulation of cell migration,0
GO:0044351,8,macropinocytosis,biological_process,,,4087,7,macromolecular complex remodeling,0
GO:0032532,7,regulation of microvillus length,biological_process,,,4120,7,mitochondrial transcription,0
GO:0051132,7,NK T cell activation,biological_process,,,4345,8,regulation of cellular component organization,0
GO:0043489,6,RNA stabilization,biological_process,,,4712,8,amino acid biosynthetic process,0
GO:0007435,7,salivary gland morphogenesis,biological_process,,,4472,8,salivary gland development,0
GO:0060372,6,regulation of atrial cardiac muscle cell membrane repolarization,biological_process,,,4892,8,regulation of type B pancreatic cell proliferation,0
GO:0045836,6,positive regulation of meiotic nuclear division,biological_process,,,4876,8,negative regulation of mitotic cell cycle,0
GO:0033603,6,positive regulation of dopamine secretion,biological_process,,,4585,8,niacin biosynthetic process,0
GO:0043217,6,myelin maintenance,biological_process,,,4801,8,biopolymer metabolic process,0
GO:0061041,7,regulation of wound healing,biological_process,,,4469,8,positive regulation of cell adhesion mediated by integrin,0
GO:0060129,6,thyroid-stimulating hormone-secreting cell differentiation,biological_process,,,4603,8,negative regulation of cell migration,0
GO:0046881,6,positive regulation of follicle-stimulating hormone secretion,biological_process,,,4654,8,regulation of cell proliferation,0
GO:0031401,6,positive regulation of protein modification process,biological_process,,,5007,9,cytoplasmic translation,0
GO:0014827,5,intestine smooth muscle contraction,biological_process,,,5114,9,neurotransmitter:neurotransmitter receptor interaction,0
GO:0090625,5,siRNA-mediated gene silencing by mRNA destabilization,biological_process,,,5256,9,protein modification by small protein conjugation or removal,0
